iso3,month,event_type,sub_event_type,disorder_type,events,fatalities
SOM,2006-05-01,"['Battles', 'Explosions/Remote violence', 'Protests', 'Strategic developments', 'Violence against civilians', 'Riots']","['Armed clash', 'Non-state actor overtakes territory', 'Remote explosive/landmine/IED', 'Peaceful protest', 'Agreement', 'Attack', 'Violent demonstration', 'Grenade']","['Political violence', 'Demonstrations', 'Strategic developments']",45,267
UGA,2006-05-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack']",['Political violence'],47,70
ZAF,2006-05-01,"['Protests', 'Riots']","['Peaceful protest', 'Mob violence', 'Violent demonstration']","['Demonstrations', 'Political violence']",6,0
ZWE,2006-05-01,"['Battles', 'Protests', 'Violence against civilians']","['Armed clash', 'Peaceful protest', 'Protest with intervention', 'Attack']","['Political violence', 'Demonstrations']",9,0
AGO,2006-06-01,['Strategic developments'],['Looting/property destruction'],['Strategic developments'],1,0
BDI,2006-06-01,"['Battles', 'Violence against civilians', 'Strategic developments']","['Armed clash', 'Attack', 'Change to group/activity']","['Political violence', 'Strategic developments']",12,19
BEN,2006-06-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
BFA,2006-06-01,['Riots'],['Mob violence'],['Political violence'],1,1
CAF,2006-06-01,"['Violence against civilians', 'Battles']","['Abduction/forced disappearance', 'Armed clash', 'Attack']",['Political violence'],5,147
CIV,2006-06-01,['Violence against civilians'],['Attack'],['Political violence'],2,10
COD,2006-06-01,"['Violence against civilians', 'Battles', 'Strategic developments', 'Riots']","['Attack', 'Armed clash', 'Non-state actor overtakes territory', 'Headquarters or base established', 'Violent demonstration', 'Change to group/activity', 'Abduction/forced disappearance', 'Looting/property destruction']","['Political violence', 'Strategic developments', 'Demonstrations']",34,63
DZA,2006-06-01,"['Battles', 'Explosions/Remote violence', 'Violence against civilians', 'Riots']","['Armed clash', 'Remote explosive/landmine/IED', 'Attack', 'Shelling/artillery/missile attack', 'Violent demonstration']","['Political violence', 'Demonstrations']",31,67
EGY,2006-06-01,['Strategic developments'],['Arrests'],['Strategic developments'],2,0
ERI,2006-06-01,['Strategic developments'],"['Agreement', 'Change to group/activity']",['Strategic developments'],2,0
ETH,2006-06-01,['Battles'],['Armed clash'],['Political violence'],2,41
GIN,2006-06-01,['Protests'],['Excessive force against protesters'],['Political violence; Demonstrations'],4,12
KEN,2006-06-01,"['Battles', 'Violence against civilians', 'Protests']","['Armed clash', 'Attack', 'Peaceful protest']","['Political violence', 'Demonstrations']",7,26
LBR,2006-06-01,['Strategic developments'],['Other'],['Strategic developments'],1,0
MLI,2006-06-01,"['Strategic developments', 'Battles']","['Agreement', 'Non-state actor overtakes territory']","['Strategic developments', 'Political violence']",2,3
MOZ,2006-06-01,['Violence against civilians'],['Attack'],['Political violence'],1,0
NAM,2006-06-01,['Protests'],['Peaceful protest'],['Demonstrations'],5,0
NGA,2006-06-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack', 'Abduction/forced disappearance']",['Political violence'],8,7
SDN,2006-06-01,"['Violence against civilians', 'Battles', 'Strategic developments', 'Riots']","['Abduction/forced disappearance', 'Armed clash', 'Attack', 'Headquarters or base established', 'Mob violence']","['Political violence', 'Strategic developments']",14,30
SEN,2006-06-01,['Battles'],"['Armed clash', 'Non-state actor overtakes territory']",['Political violence'],4,200
SOM,2006-06-01,"['Protests', 'Strategic developments', 'Violence against civilians', 'Battles']","['Peaceful protest', 'Non-violent transfer of territory', 'Attack', 'Armed clash', 'Non-state actor overtakes territory', 'Change to group/activity']","['Demonstrations', 'Strategic developments', 'Political violence']",41,82
TCD,2006-06-01,['Battles'],"['Non-state actor overtakes territory', 'Armed clash']",['Political violence'],4,57
TZA,2006-06-01,['Battles'],['Armed clash'],['Political violence'],1,0
UGA,2006-06-01,"['Battles', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Arrests', 'Attack']","['Political violence', 'Strategic developments']",60,102
ZAF,2006-06-01,"['Protests', 'Battles']","['Peaceful protest', 'Protest with intervention', 'Armed clash']","['Demonstrations', 'Political violence']",4,0
ZMB,2006-06-01,"['Riots', 'Protests']","['Violent demonstration', 'Peaceful protest']",['Demonstrations'],8,0
ZWE,2006-06-01,['Violence against civilians'],['Attack'],['Political violence'],4,0
AGO,2006-07-01,['Explosions/Remote violence'],['Remote explosive/landmine/IED'],['Political violence'],1,9
BDI,2006-07-01,"['Battles', 'Strategic developments', 'Violence against civilians', 'Explosions/Remote violence', 'Protests']","['Armed clash', 'Change to group/activity', 'Attack', 'Grenade', 'Shelling/artillery/missile attack', 'Protest with intervention']","['Political violence', 'Strategic developments', 'Demonstrations']",30,49
BFA,2006-07-01,['Battles'],['Armed clash'],['Political violence'],1,9
BWA,2006-07-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
CIV,2006-07-01,"['Protests', 'Riots', 'Battles']","['Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Armed clash']","['Demonstrations', 'Political violence']",4,2
COD,2006-07-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack', 'Abduction/forced disappearance']",['Political violence'],12,38
DZA,2006-07-01,"['Battles', 'Explosions/Remote violence', 'Protests', 'Violence against civilians', 'Strategic developments']","['Armed clash', 'Remote explosive/landmine/IED', 'Peaceful protest', 'Attack', 'Looting/property destruction', 'Government regains territory']","['Political violence', 'Demonstrations', 'Strategic developments']",22,20
EGY,2006-07-01,['Strategic developments'],['Arrests'],['Strategic developments'],1,0
ETH,2006-07-01,['Battles'],['Armed clash'],['Political violence'],1,0
GAB,2006-07-01,"['Riots', 'Violence against civilians']","['Violent demonstration', 'Attack']","['Demonstrations', 'Political violence']",2,1
GMB,2006-07-01,"['Protests', 'Violence against civilians']","['Peaceful protest', 'Abduction/forced disappearance']","['Demonstrations', 'Political violence']",2,0
KEN,2006-07-01,"['Protests', 'Riots', 'Battles', 'Violence against civilians']","['Peaceful protest', 'Violent demonstration', 'Mob violence', 'Armed clash', 'Abduction/forced disappearance', 'Attack']","['Demonstrations', 'Political violence']",23,33
LBR,2006-07-01,"['Violence against civilians', 'Protests']","['Attack', 'Peaceful protest']","['Political violence', 'Demonstrations']",2,0
MAR,2006-07-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
MDG,2006-07-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
MOZ,2006-07-01,"['Violence against civilians', 'Battles']","['Attack', 'Armed clash']",['Political violence'],2,2
MRT,2006-07-01,['Protests'],['Protest with intervention'],['Demonstrations'],1,0
NAM,2006-07-01,['Protests'],['Peaceful protest'],['Demonstrations'],2,0
NER,2006-07-01,['Riots'],['Violent demonstration'],['Demonstrations'],1,0
NGA,2006-07-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Abduction/forced disappearance', 'Attack']",['Political violence'],13,7
SDN,2006-07-01,"['Violence against civilians', 'Battles', 'Explosions/Remote violence', 'Riots']","['Attack', 'Armed clash', 'Air/drone strike', 'Sexual violence', 'Mob violence', 'Abduction/forced disappearance']",['Political violence'],19,166
SEN,2006-07-01,['Riots'],['Violent demonstration'],['Demonstrations'],1,0
SOM,2006-07-01,"['Strategic developments', 'Battles', 'Protests', 'Violence against civilians']","['Non-violent transfer of territory', 'Armed clash', 'Non-state actor overtakes territory', 'Excessive force against protesters', 'Peaceful protest', 'Attack', 'Change to group/activity']","['Strategic developments', 'Political violence', 'Political violence; Demonstrations', 'Demonstrations']",42,129
TCD,2006-07-01,"['Battles', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Arrests', 'Attack']","['Political violence', 'Strategic developments']",6,15
TZA,2006-07-01,['Protests'],['Peaceful protest'],['Demonstrations'],2,0
UGA,2006-07-01,"['Battles', 'Violence against civilians']","['Armed clash', 'Attack']",['Political violence'],45,86
ZAF,2006-07-01,"['Violence against civilians', 'Strategic developments']","['Attack', 'Arrests']","['Political violence', 'Strategic developments']",2,1
ZMB,2006-07-01,"['Protests', 'Violence against civilians', 'Riots']","['Peaceful protest', 'Attack', 'Violent demonstration']","['Demonstrations', 'Political violence']",8,0
ZWE,2006-07-01,"['Protests', 'Violence against civilians']","['Peaceful protest', 'Protest with intervention', 'Attack']","['Demonstrations', 'Political violence']",14,0
AGO,2006-08-01,['Protests'],['Protest with intervention'],['Demonstrations'],1,0
BDI,2006-08-01,"['Battles', 'Strategic developments', 'Violence against civilians', 'Explosions/Remote violence']","['Armed clash', 'Change to group/activity', 'Attack', 'Grenade']","['Political violence', 'Strategic developments']",11,6
CAF,2006-08-01,"['Battles', 'Violence against civilians']","['Non-state actor overtakes territory', 'Attack']",['Political violence'],2,47
COD,2006-08-01,"['Battles', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Headquarters or base established', 'Change to group/activity', 'Looting/property destruction', 'Attack', 'Abduction/forced disappearance', 'Government regains territory', 'Non-state actor overtakes territory']","['Political violence', 'Strategic developments']",24,88
DZA,2006-08-01,"['Battles', 'Explosions/Remote violence', 'Protests', 'Violence against civilians']","['Armed clash', 'Remote explosive/landmine/IED', 'Peaceful protest', 'Attack']","['Political violence', 'Demonstrations']",12,12
ERI,2006-08-01,['Strategic developments'],['Agreement'],['Strategic developments'],1,0
GAB,2006-08-01,['Violence against civilians'],['Attack'],['Political violence'],1,0
GHA,2006-08-01,['Battles'],['Armed clash'],['Political violence'],1,3
GNB,2006-08-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
KEN,2006-08-01,"['Protests', 'Riots', 'Battles', 'Violence against civilians']","['Peaceful protest', 'Mob violence', 'Armed clash', 'Attack', 'Protest with intervention']","['Demonstrations', 'Political violence']",18,35
